cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,Treated,outcome123
Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,1.0,1.0,158.27184038154698
Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,1.0,0.0,93.73883873551078
Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,263.79828567904394
Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,0.0,0.0,229.03677837997432
Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,151.01754961768268
Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,1.0,1.0,175.70183797408612
Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,0.0,1.0,125.453803779629
Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,1.0,0.0,135.3706118845303
Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Good,1.0,0.0,238.63978737271825
Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,0.0,0.0,230.3809526430146
Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,0.0,0.0,89.03658457426819
Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,1.0,0.0,54.45076427381305
Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,0.0,1.0,159.80564882288382
Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,0.0,1.0,188.85942103901832
Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,1.0,1.0,205.27141014928463
Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,0.0,0.0,33.307785604990386
Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,0.0,0.0,60.743866788117295
Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,1.0,1.0,109.69178595372887
Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,1.0,0.0,215.16713949227943
Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,0.0,0.0,216.07376600590342
Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,0.0,0.0,195.60095429542943
Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,0.0,0.0,245.61430522637943
Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,0.0,1.0,58.82911679572491
Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,1.0,1.0,80.27124551169976
Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,0.0,0.0,222.56476362326043
Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,0.0,1.0,154.53631981947757
Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,0.0,0.0,145.2989949380579
Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,0.0,1.0,105.66652083269993
Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,0.0,1.0,144.10045853102997
Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,109.1856835609276
Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,1.0,1.0,170.1381532667595
Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,1.0,1.0,185.38147453979118
Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,0.0,1.0,195.1118839233068
Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,1.0,1.0,185.54004525901726
Bad,Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,1.0,1.0,214.10414624838882
Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,1.0,0.0,178.10929029386918
Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,1.0,1.0,144.65973947877006
Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,0.0,1.0,216.20929396198017
Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,0.0,1.0,119.55863803536934
Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,1.0,0.0,181.22814705979286
Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,0.0,1.0,181.358365280356
Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,0.0,0.0,78.72694072964822
Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,1.0,1.0,204.19456196886367
Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,0.0,1.0,150.52185209280358
Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,0.0,1.0,69.03669523854191
Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,0.0,0.0,192.00384898208063
Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,1.0,0.0,180.1456068368076
Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,0.0,0.0,145.3267970183336
Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,1.0,0.0,164.33156355214518
Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,1.0,0.0,162.38414627749847
Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,1.0,1.0,180.68188441637506
Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,1.0,1.0,93.09389101687955
Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,1.0,1.0,144.6072737944154
Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,0.0,1.0,174.05520240925281
Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,0.0,0.0,104.73421097335668
Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,1.0,1.0,229.89577410559608
Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,0.0,0.0,139.64489200659162
Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,1.0,1.0,95.99912844973623
Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,0.0,1.0,235.986969122509
Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,1.0,1.0,56.08062120024124
Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,0.0,0.0,154.7342044414807
Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,0.0,0.0,175.98024402273393
Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,1.0,1.0,137.58883442191035
Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,1.0,0.0,139.0969816689062
Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,0.0,0.0,94.3300778343078
Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,1.0,0.0,124.90876564151466
Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,1.0,0.0,198.80629536266648
Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,1.0,1.0,84.41536404715904
Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,1.0,1.0,91.61238162349487
Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,1.0,1.0,100.19492418834378
Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,0.0,0.0,115.51195144745171
Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,1.0,1.0,99.38843924357428
Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,1.0,0.0,176.45382236584405
Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,0.0,1.0,155.3370884132428
Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,1.0,0.0,99.52758838908224
Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,0.0,0.0,89.04010884294789
Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,0.0,0.0,122.91469665530904
Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,1.0,0.0,108.97499055445
Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,1.0,0.0,59.9784101477981
Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,1.0,1.0,119.8085451579682
Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,0.0,0.0,143.37524048081156
Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,0.0,0.0,219.8578988693827
Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,0.0,1.0,215.02456167339275
Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,0.0,1.0,93.63044408613554
Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,0.0,1.0,111.91509767663008
Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,0.0,1.0,159.93617778508244
Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,1.0,1.0,170.59493393895917
Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,1.0,0.0,180.6695487413036
Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,1.0,1.0,169.82416372795592
Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,0.0,1.0,181.0447794037407
Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,0.0,1.0,189.2269635384016
Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Good,1.0,0.0,160.30569168234678
Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,0.0,1.0,94.19093654735286
Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,1.0,1.0,129.6099202015339
Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,1.0,0.0,134.01314067511163
Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,0.0,1.0,140.07641825125634
Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,1.0,1.0,211.3274626607775
Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,0.0,1.0,173.92921660511985
Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,1.0,0.0,139.72279389015574
Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,1.0,1.0,215.2222953148503
Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,0.0,0.0,220.93596910926453
Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,0.0,0.0,159.5557590728892
Good,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,0.0,1.0,208.88396971941052
Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,1.0,0.0,144.08895722046972
Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,0.0,0.0,84.89159691589738
Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,1.0,1.0,18.692384868706636
Good,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,0.0,1.0,211.77891696074286
Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,1.0,1.0,209.99051275045602
Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,0.0,0.0,168.43610550676112
Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,0.0,0.0,195.15432866906326
Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Good,0.0,0.0,105.27843409190686
Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,1.0,0.0,127.50810857783323
Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,1.0,0.0,165.84687903591262
Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,1.0,0.0,109.8265405453644
Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,1.0,1.0,65.84301146477921
Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,1.0,0.0,163.5909768865418
Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,0.0,1.0,175.41978140063526
Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,0.0,0.0,146.2023759423572
Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,0.0,1.0,140.6757552901228
Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,0.0,0.0,87.02665677650683
Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,0.0,0.0,106.82946680908518
Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,1.0,1.0,63.58182461662214
Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,1.0,1.0,95.70187510495043
Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,0.0,0.0,132.25356565142394
Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,1.0,0.0,205.7240683702516
Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,0.0,1.0,111.34859727393564
Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,0.0,0.0,134.32874674857555
Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,1.0,1.0,109.54345728749077
Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,1.0,1.0,109.32890708715469
Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,1.0,0.0,125.55391789429278
Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,0.0,1.0,125.7414466270553
Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,1.0,0.0,159.43364796103825
Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,1.0,0.0,135.57181758185104
Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,0.0,0.0,124.65412345174492
Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,1.0,1.0,191.5708088393724
Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,1.0,0.0,155.72767032039948
Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,0.0,1.0,88.8318412274774
Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,0.0,1.0,179.30547624009827
Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,1.0,0.0,125.92618053710473
Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,1.0,0.0,150.4889867422977
Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,100.67086189988724
Good,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,1.0,0.0,135.16879620172665
Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,1.0,1.0,169.49296476600682
Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,0.0,1.0,166.7826839281221
Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,0.0,1.0,153.94541929199056
Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,0.0,0.0,245.14527169223686
Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,1.0,0.0,114.80402707059179
Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,1.0,1.0,134.54031737643498
Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,1.0,1.0,144.06566545817685
Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,1.0,1.0,94.80118903403181
Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,1.0,0.0,215.41934793753285
Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,0.0,1.0,264.8785775932333
Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,0.0,1.0,221.54979322238253
Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,0.0,1.0,160.19642654879152
Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,0.0,0.0,115.997002766399
Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,0.0,1.0,115.09770760135254
Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,1.0,0.0,134.50357132347568
Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,0.0,1.0,134.51610198546877
Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,1.0,1.0,135.86728073969738
Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,0.0,1.0,158.96883152280563
Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,0.0,1.0,114.88193252016086
Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,1.0,1.0,130.3926413899704
Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,1.0,1.0,223.66504805243957
Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,1.0,0.0,10.089656032979226
Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,0.0,1.0,190.4207165243013
Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,0.0,0.0,75.6214792364223
Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Good,1.0,0.0,135.26081546131036
Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,1.0,1.0,193.7597921614811
Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,1.0,0.0,155.60891649335537
